date,product,sku,quantity,category,cost_price,selling_price
2024-05-04,Palmolive Shampoo Sachet,BDY-PLM-01,8,Body Care,5.00,8.00
2024-05-04,Datu Puti Soy Sauce 385ml,CON-DTP-385,9,Condiments,18.00,25.00
2024-05-04,Bear Brand Powdered Milk 320g,DRY-BBM-320,6,Dairy,70.00,90.00
2024-05-04,Pandesal 10pcs,BKY-PDS-10,15,Bakery,45.00,60.00
2024-05-04,Fresh Eggs Tray 30s,FRS-EGG-30,6,Fresh,210.00,260.00
2024-05-04,CDO Hotdog 1kg,FRS-HTD-1K,7,Fresh,180.00,230.00
2024-05-05,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,8,Pantry,60.00,75.00
2024-05-05,Lucky Me Pancit Canton,PNT-LMC-55G,12,Pantry,10.00,14.00
2024-05-05,Argentina Corned Beef 175g,CAN-ACB-175,4,Canned Goods,45.00,55.00
2024-05-05,Century Tuna Flakes in Oil,CAN-CTF-155,5,Canned Goods,38.00,48.00
2024-05-05,Nescafé 3-in-1 Original,BEV-N3N-01,8,Beverages,5.00,7.00
2024-05-05,San Miguel Pale Pilsen 330ml,BEV-SMB-330,10,Beverages,50.00,65.00
2024-05-05,Coca-Cola 1.5L,BEV-CCR-15L,9,Beverages,55.00,70.00
2024-05-05,Milo Powdered Drink 33g Sachet,BEV-MIL-33,4,Beverages,6.00,9.00
2024-05-05,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,6,Beverages,6.00,9.00
2024-05-05,Sky Flakes Crackers,SNK-SKF-01,4,Snacks,8.00,12.00
2024-05-05,Chippy Barbecue 110g,SNK-CHP-110,6,Snacks,12.00,18.00
2024-05-05,Surf Detergent Powder 65g,HSH-SRF-65,7,Household,6.00,9.00
2024-05-05,Safeguard Soap 90g,BDY-SFG-90,2,Body Care,22.00,30.00
2024-05-05,Colgate Toothpaste 150g,BDY-COL-150,3,Body Care,55.00,72.00
2024-05-05,Palmolive Shampoo Sachet,BDY-PLM-01,9,Body Care,5.00,8.00
2024-05-05,Datu Puti Soy Sauce 385ml,CON-DTP-385,3,Condiments,18.00,25.00
2024-05-05,Bear Brand Powdered Milk 320g,DRY-BBM-320,6,Dairy,70.00,90.00
2024-05-05,Pandesal 10pcs,BKY-PDS-10,9,Bakery,45.00,60.00
2024-05-05,Fresh Eggs Tray 30s,FRS-EGG-30,9,Fresh,210.00,260.00
2024-05-05,CDO Hotdog 1kg,FRS-HTD-1K,4,Fresh,180.00,230.00
2024-05-06,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,4,Pantry,60.00,75.00
2024-05-06,Lucky Me Pancit Canton,PNT-LMC-55G,21,Pantry,10.00,14.00
2024-05-06,Argentina Corned Beef 175g,CAN-ACB-175,5,Canned Goods,45.00,55.00
2024-05-06,Century Tuna Flakes in Oil,CAN-CTF-155,4,Canned Goods,38.00,48.00
2024-05-06,Nescafé 3-in-1 Original,BEV-N3N-01,9,Beverages,5.00,7.00
2024-05-06,San Miguel Pale Pilsen 330ml,BEV-SMB-330,8,Beverages,50.00,65.00
2024-05-06,Coca-Cola 1.5L,BEV-CCR-15L,9,Beverages,55.00,70.00
2024-05-06,Milo Powdered Drink 33g Sachet,BEV-MIL-33,9,Beverages,6.00,9.00
2024-05-06,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,7,Beverages,6.00,9.00
2024-05-06,Sky Flakes Crackers,SNK-SKF-01,6,Snacks,8.00,12.00
2024-05-06,Chippy Barbecue 110g,SNK-CHP-110,5,Snacks,12.00,18.00
2024-05-06,Surf Detergent Powder 65g,HSH-SRF-65,3,Household,6.00,9.00
2024-05-06,Safeguard Soap 90g,BDY-SFG-90,9,Body Care,22.00,30.00
2024-05-06,Colgate Toothpaste 150g,BDY-COL-150,2,Body Care,55.00,72.00
2024-05-06,Palmolive Shampoo Sachet,BDY-PLM-01,11,Body Care,5.00,8.00
"May 06, 2024",Datu Puti Soy Sauce 385ml,CON-DTP-385,1,Condiments,18.00,25.00
2024-05-06,Bear Brand Powdered Milk 320g,DRY-BBM-320,4,Dairy,70.00,90.00
2024-05-06,Pandesal 10pcs,BKY-PDS-10,8,Bakery,45.00,60.00
2024-05-06,Fresh Eggs Tray 30s,FRS-EGG-30,6,Fresh,210.00,260.00
2024-05-06,CDO Hotdog 1kg,FRS-HTD-1K,8,Fresh,180.00,230.00
2024-05-07,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,7,Pantry,60.00,75.00
2024-05-07,Century Tuna Flakes in Oil,CAN-CTF-155,4,Canned Goods,38.00,48.00
2024-05-07,Nescafé 3-in-1 Original,BEV-N3N-01,6,Beverages,5.00,7.00
2024-05-07,Coca-Cola 1.5L,BEV-CCR-15L,5,Beverages,55.00,70.00
2024-05-07,Milo Powdered Drink 33g Sachet,BEV-MIL-33,6,Beverages,6.00,9.00
2024-05-07,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,9,Beverages,6.00,9.00
2024-05-07,Sky Flakes Crackers,SNK-SKF-01,10,Snacks,8.00,12.00
2024-05-07,Chippy Barbecue 110g,SNK-CHP-110,7,Snacks,12.00,18.00
2024-05-07,Surf Detergent Powder 65g,HSH-SRF-65,6,Household,6.00,9.00
2024-05-07,Safeguard Soap 90g,BDY-SFG-90,5,Body Care,22.00,30.00
2024-05-07,Colgate Toothpaste 150g,BDY-COL-150,7,Body Care,55.00,72.00
2024-05-07,Palmolive Shampoo Sachet,BDY-PLM-01,7,Body Care,5.00,8.00
2024-05-07,Datu Puti Soy Sauce 385ml,CON-DTP-385,3,Condiments,18.00,25.00
2024-05-07,Bear Brand Powdered Milk 320g,DRY-BBM-320,3,Dairy,70.00,90.00
2024-05-07,Pandesal 10pcs,BKY-PDS-10,12,Bakery,45.00,60.00
2024-05-07,Fresh Eggs Tray 30s,FRS-EGG-30,2,Fresh,210.00,260.00
2024-05-07,CDO Hotdog 1kg,FRS-HTD-1K,6,Fresh,180.00,230.00
2024-05-08,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,3,Pantry,60.00,75.00
2024-05-08,Lucky Me Pancit Canton,PNT-LMC-55G,14,Pantry,10.00,14.00
2024-05-08,Argentina Corned Beef 175g,CAN-ACB-175,3,Canned Goods,45.00,55.00
2024-05-08,Century Tuna Flakes in Oil,CAN-CTF-155,3,Canned Goods,38.00,48.00
2024-05-08,Nescafé 3-in-1 Original,BEV-N3N-01,11,Beverages,5.00,7.00
2024-05-08,San Miguel Pale Pilsen 330ml,BEV-SMB-330,8,Beverages,50.00,65.00
2024-05-08,Coca-Cola 1.5L,BEV-CCR-15L,3,Beverages,55.00,70.00
2024-05-08,Milo Powdered Drink 33g Sachet,BEV-MIL-33,10,Beverages,6.00,9.00
2024-05-08,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,12,Beverages,6.00,9.00
8-May-24,Sky Flakes Crackers,SNK-SKF-01,2,Snacks,8.00,12.00
2024-05-08,Chippy Barbecue 110g,SNK-CHP-110,4,Snacks,12.00,18.00
2024-05-08,Surf Detergent Powder 65g,HSH-SRF-65,3,Household,6.00,9.00
2024-05-08,Safeguard Soap 90g,BDY-SFG-90,2,Body Care,22.00,30.00
2024-05-08,Colgate Toothpaste 150g,BDY-COL-150,2,Body Care,55.00,72.00
2024-05-08,Palmolive Shampoo Sachet,BDY-PLM-01,14,Body Care,5.00,8.00
2024-05-08,Datu Puti Soy Sauce 385ml,CON-DTP-385,2,Condiments,18.00,25.00
2024-05-08,Bear Brand Powdered Milk 320g,DRY-BBM-320,1,Dairy,70.00,90.00
2024-05-08,Pandesal 10pcs,BKY-PDS-10,8,Bakery,45.00,60.00
2024-05-08,Fresh Eggs Tray 30s,FRS-EGG-30,4,Fresh,210.00,260.00
2024-05-09,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,2,Pantry,60.00,75.00
2024-05-09,Lucky Me Pancit Canton,PNT-LMC-55G,11,Pantry,10.00,14.00
2024-05-09,Argentina Corned Beef 175g,CAN-ACB-175,5,Canned Goods,45.00,55.00
2024-05-09,Century Tuna Flakes in Oil,CAN-CTF-155,5,Canned Goods,38.00,48.00
2024-05-09,Nescafé 3-in-1 Original,BEV-N3N-01,10,Beverages,5.00,7.00
2024-05-09,San Miguel Pale Pilsen 330ml,BEV-SMB-330,1,Beverages,50.00,65.00
2024-05-09,Coca-Cola 1.5L,BEV-CCR-15L,7,Beverages,55.00,70.00
2024-05-09,Milo Powdered Drink 33g Sachet,BEV-MIL-33,6,Beverages,6.00,9.00
2024-05-09,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,11,Beverages,6.00,9.00
2024-05-09,Sky Flakes Crackers,SNK-SKF-01,5,Snacks,8.00,12.00
2024-05-09,Chippy Barbecue 110g,SNK-CHP-110,3,Snacks,12.00,18.00
2024-05-09,Surf Detergent Powder 65g,HSH-SRF-65,5,Household,6.00,9.00
2024-05-09,Safeguard Soap 90g,BDY-SFG-90,1,Body Care,22.00,30.00
2024-05-09,Colgate Toothpaste 150g,BDY-COL-150,1,Body Care,55.00,72.00
2024-05-09,  Palmolive Shampoo Sachet  ,BDY-PLM-01,10,Body Care,5.00,8.00
2024-05-09,Datu Puti Soy Sauce 385ml,CON-DTP-385,3,Condiments,18.00,25.00
2024-05-09,Bear Brand Powdered Milk 320g,DRY-BBM-320,6,Dairy,70.00,90.00
2024-05-09,Pandesal 10pcs,BKY-PDS-10,13,Bakery,45.00,60.00
2024-05-09,Fresh Eggs Tray 30s,FRS-EGG-30,8,Fresh,210.00,260.00
2024-05-09,CDO Hotdog 1kg,FRS-HTD-1K,1,Fresh,180.00,230.00
2024-05-10,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,8,Pantry,60.00,75.00
2024-05-10,Lucky Me Pancit Canton,PNT-LMC-55G,15,Pantry,10.00,14.00
2024-05-10,Argentina Corned Beef 175g,CAN-ACB-175,5,Canned Goods,45.00,55.00
2024-05-10,Century Tuna Flakes in Oil,CAN-CTF-155,7,Canned Goods,38.00,48.00
2024-05-10,Nescafé 3-in-1 Original,BEV-N3N-01,9,Beverages,5.00,7.00
2024-05-10,San Miguel Pale Pilsen 330ml,BEV-SMB-330,7,Beverages,50.00,65.00
2024-05-10,Coca-Cola 1.5L,BEV-CCR-15L,3,Beverages,55.00,70.00
2024-05-10,Milo Powdered Drink 33g Sachet,BEV-MIL-33,8,Beverages,6.00,9.00
2024-05-10,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,5,Beverages,6.00,9.00
03-05-2024,Sky Flakes Crackers,SNK-SKF-01,8,Snacks,8.00,12.00
2024-05-10,Chippy Barbecue 110g,SNK-CHP-110,9,Snacks,12.00,18.00
2024-05-10,Surf Detergent Powder 65g,HSH-SRF-65,8,Household,6.00,9.00
2024-05-10,Safeguard Soap 90g,BDY-SFG-90,6,Body Care,22.00,30.00
2024-05-10,Colgate Toothpaste 150g,BDY-COL-150,6,Body Care,55.00,72.00
2024-05-10,Palmolive Shampoo Sachet,BDY-PLM-01,10,Body Care,5.00,8.00
2024-05-10,Datu Puti Soy Sauce 385ml,CON-DTP-385,6,Condiments,18.00,25.00
2024-05-10,Bear Brand Powdered Milk 320g,DRY-BBM-320,3,Dairy,70.00,90.00
2024-05-10,Pandesal 10pcs,BKY-PDS-10,13,Bakery,45.00,60.00
2024-05-10,Fresh Eggs Tray 30s,FRS-EGG-30,5,Fresh,210.00,260.00
2024-05-10,CDO Hotdog 1kg,FRS-HTD-1K,7,Fresh,180.00,230.00
2024-05-11,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,6,Pantry,60.00,75.00
2024-05-11,Lucky Me Pancit Canton,PNT-LMC-55G,24,Pantry,10.00,14.00
2024-05-11,Argentina Corned Beef 175g,CAN-ACB-175,12,Canned Goods,45.00,55.00
2024-05-11,Century Tuna Flakes in Oil,CAN-CTF-155,5,Canned Goods,38.00,48.00
2024-05-11,Nescafé 3-in-1 Original,BEV-N3N-01,9,Beverages,5.00,7.00
2024-05-11,San Miguel Pale Pilsen 330ml,BEV-SMB-330,5,Beverages,50.00,65.00
2024-05-11,Coca-Cola 1.5L,BEV-CCR-15L,8,Beverages,55.00,70.00
2024-05-11,Milo Powdered Drink 33g Sachet,BEV-MIL-33,11,Beverages,6.00,9.00
2024-05-11,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,9,Beverages,6.00,9.00
2024-05-11,Sky Flakes Crackers,SNK-SKF-01,7,Snacks,8.00,12.00
2024-05-11,Chippy Barbecue 110g,SNK-CHP-110,7,Snacks,12.00,18.00
2024-05-11,Surf Detergent Powder 65g,HSH-SRF-65,6,Household,6.00,9.00
2024-05-11,Safeguard Soap 90g,BDY-SFG-90,7,Body Care,22.00,30.00
2024-05-11,Palmolive Shampoo Sachet,BDY-PLM-01,7,Body Care,5.00,8.00
2024-05-11,Datu Puti Soy Sauce 385ml,CON-DTP-385,7,Condiments,18.00,25.00
2024-05-11,Bear Brand Powdered Milk 320g,DRY-BBM-320,4,Dairy,70.00,90.00
2024-05-11,Pandesal 10pcs,BKY-PDS-10,13,Bakery,45.00,60.00
2024-05-11,Fresh Eggs Tray 30s,FRS-EGG-30,6,Fresh,210.00,260.00
2024-05-11,CDO Hotdog 1kg,FRS-HTD-1K,8,Fresh,180.00,230.00
2024-05-12,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,3,Pantry,60.00,75.00
2024-05-12,Lucky Me Pancit Canton,PNT-LMC-55G,14,Pantry,10.00,14.00
2024-05-12,Argentina Corned Beef 175g,CAN-ACB-175,5,Canned Goods,45.00,55.00
2024-05-12,Century Tuna Flakes in Oil,CAN-CTF-155,9,Canned Goods,38.00,48.00
2024-05-12,Nescafé 3-in-1 Original,BEV-N3N-01,7,Beverages,5.00,7.00
2024-05-12,San Miguel Pale Pilsen 330ml,BEV-SMB-330,6,Beverages,50.00,65.00
2024-05-12,Coca-Cola 1.5L,BEV-CCR-15L,4,Beverages,55.00,70.00
2024-05-12,Milo Powdered Drink 33g Sachet,BEV-MIL-33,9,Beverages,6.00,9.00
2024-05-12,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,6,Beverages,6.00,9.00
2024-05-12,Sky Flakes Crackers,SNK-SKF-01,3,Snacks,8.00,12.00
2024-05-12,Chippy Barbecue 110g,SNK-CHP-110,6,Snacks,12.00,18.00
2024-05-12,Surf Detergent Powder 65g,HSH-SRF-65,9,Household,6.00,9.00
2024-05-12,Safeguard Soap 90g,BDY-SFG-90,5,Body Care,22.00,30.00
2024-05-12,Colgate Toothpaste 150g,BDY-COL-150,2,Body Care,55.00,72.00
2024-05-12,Palmolive Shampoo Sachet,BDY-PLM-01,7,Body Care,5.00,8.00
2024-05-12,Datu Puti Soy Sauce 385ml,CON-DTP-385,6,Condiments,18.00,25.00
2024-05-12,Bear Brand Powdered Milk 320g,DRY-BBM-320,3,Dairy,70.00,90.00
2024-05-12,Pandesal 10pcs,BKY-PDS-10,12,Bakery,45.00,60.00
2024-05-12,Fresh Eggs Tray 30s,FRS-EGG-30,2,Fresh,210.00,260.00
2024-05-12,CDO Hotdog 1kg,FRS-HTD-1K,6,Fresh,180.00,230.00
2024-05-13,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,4,Pantry,60.00,75.00
2024-05-13,Lucky Me Pancit Canton,PNT-LMC-55G,12,Pantry,10.00,14.00
2024-05-13,Argentina Corned Beef 175g,CAN-ACB-175,5,Canned Goods,45.00,55.00
2024-05-13,Century Tuna Flakes in Oil,CAN-CTF-155,4,Canned Goods,38.00,48.00
2024-05-13,Nescafé 3-in-1 Original,BEV-N3N-01,10,Beverages,5.00,7.00
2024-05-13,San Miguel Pale Pilsen 330ml,BEV-SMB-330,6,Beverages,50.00,65.00
2024-05-13,Coca-Cola 1.5L,BEV-CCR-15L,9,Beverages,55.00,70.00
2024-05-13,Milo Powdered Drink 33g Sachet,BEV-MIL-33,9,Beverages,6.00,9.00
2024-05-13,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,7,Beverages,6.00,9.00
2024-05-13,Sky Flakes Crackers,SNK-SKF-01,7,Snacks,8.00,12.00
2024-05-13,Chippy Barbecue 110g,SNK-CHP-110,4,Snacks,12.00,18.00
2024-05-13,Surf Detergent Powder 65g,HSH-SRF-65,9,Household,6.00,9.00
2024-05-13,Safeguard Soap 90g,BDY-SFG-90,5,Body Care,22.00,30.00
2024-05-13,Colgate Toothpaste 150g,BDY-COL-150,3,Body Care,55.00,72.00
2024-05-13,Palmolive Shampoo Sachet,BDY-PLM-01,2,Body Care,5.00,8.00
2024-05-13,Datu Puti Soy Sauce 385ml,CON-DTP-385,6,Condiments,18.00,25.00
2024-05-13,Bear Brand Powdered Milk 320g,DRY-BBM-320,1,Dairy,70.00,90.00
2024-05-13,Pandesal 10pcs,BKY-PDS-10,12,Bakery,45.00,60.00
2024-05-13,Fresh Eggs Tray 30s,FRS-EGG-30,3,Fresh,210.00,260.00
2024-05-13,CDO Hotdog 1kg,FRS-HTD-1K,4,Fresh,180.00,230.00
2024-05-14,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,5,Pantry,60.00,75.00
2024-05-14,Lucky Me Pancit Canton,PNT-LMC-55G,11,Pantry,10.00,14.00
2024-05-14,Argentina Corned Beef 175g,CAN-ACB-175,5,Canned Goods,45.00,55.00
2024-05-14,Century Tuna Flakes in Oil,CAN-CTF-155,8,Canned Goods,38.00,48.00
2024-05-14,Nescafé 3-in-1 Original,BEV-N3N-01,10,Beverages,5.00,7.00
2024-05-14,San Miguel Pale Pilsen 330ml,BEV-SMB-330,9,Beverages,50.00,65.00
2024-05-14,Coca-Cola 1.5L,BEV-CCR-15L,6,Beverages,55.00,70.00
2024-05-14,Milo Powdered Drink 33g Sachet,BEV-MIL-33,9,Beverages,6.00,9.00
2024-05-14,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,5,Beverages,6.00,9.00
2024-05-14,Sky Flakes Crackers,SNK-SKF-01,6,Snacks,8.00,12.00
2024-05-14,Chippy Barbecue 110g,SNK-CHP-110,7,Snacks,12.00,18.00
2024-05-14,Surf Detergent Powder 65g,HSH-SRF-65,9,Household,6.00,9.00
2024-05-14,Safeguard Soap 90g,BDY-SFG-90,1,Body Care,22.00,30.00
2024-05-14,Colgate Toothpaste 150g,BDY-COL-150,5,Body Care,55.00,72.00
2024-05-14,Palmolive Shampoo Sachet,BDY-PLM-01,7,Body Care,5.00,8.00
2024-05-14,Datu Puti Soy Sauce 385ml,CON-DTP-385,2,Condiments,18.00,25.00
2024-05-14,Bear Brand Powdered Milk 320g,DRY-BBM-320,2,Dairy,70.00,90.00
2024-05-14,Pandesal 10pcs,BKY-PDS-10,10,Bakery,45.00,60.00
2024-05-14,Fresh Eggs Tray 30s,FRS-EGG-30,1,Fresh,210.00,260.00
2024-05-14,CDO Hotdog 1kg,FRS-HTD-1K,4,Fresh,180.00,230.00
2024-05-15,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,4,Pantry,60.00,75.00
2024-05-15,Lucky Me Pancit Canton,PNT-LMC-55G,13,Pantry,10.00,14.00
2024-05-15,Argentina Corned Beef 175g,CAN-ACB-175,3,Canned Goods,45.00,55.00
2024-05-15,Century Tuna Flakes in Oil,CAN-CTF-155,3,Canned Goods,38.00,48.00
2024-05-15,Nescafé 3-in-1 Original,BEV-N3N-01,9,Beverages,5.00,7.00
2024-05-15,San Miguel Pale Pilsen 330ml,BEV-SMB-330,3,Beverages,50.00,65.00
2024-05-15,Coca-Cola 1.5L,BEV-CCR-15L,7,Beverages,55.00,70.00
2024-05-15,Milo Powdered Drink 33g Sachet,BEV-MIL-33,13,Beverages,6.00,9.00
2024-05-15,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,8,Beverages,6.00,9.00
2024-05-15,Sky Flakes Crackers,SNK-SKF-01,7,Snacks,8.00,12.00
2024-05-15,Chippy Barbecue 110g,SNK-CHP-110,5,Snacks,12.00,18.00
2024-05-15,Surf Detergent Powder 65g,HSH-SRF-65,3,Household,6.00,9.00
2024-05-15,,BDY-SFG-90,2,Body Care,22.00,30.00
2024-05-15,Colgate Toothpaste 150g,BDY-COL-150,1,Body Care,55.00,72.00
2024-05-15,Palmolive Shampoo Sachet,BDY-PLM-01,17,Body Care,5.00,8.00
2024-05-15,Datu Puti Soy Sauce 385ml,CON-DTP-385,3,Condiments,18.00,25.00
2024-05-15,Bear Brand Powdered Milk 320g,DRY-BBM-320,2,Dairy,70.00,90.00
2024-05-15,Pandesal 10pcs,BKY-PDS-10,10,Bakery,45.00,60.00
2024-05-15,Fresh Eggs Tray 30s,FRS-EGG-30,4,Fresh,210.00,260.00
2024-05-15,CDO Hotdog 1kg,FRS-HTD-1K,5,Fresh,180.00,230.00
2024-05-16,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,3,Pantry,60.00,75.00
2024-05-16,Lucky Me Pancit Canton,PNT-LMC-55G,12,Pantry,10.00,14.00
2024-05-16,Argentina Corned Beef 175g,CAN-ACB-175,4,Canned Goods,45.00,55.00
2024-05-16,Century Tuna Flakes in Oil,CAN-CTF-155,4,Canned Goods,38.00,48.00
2024-05-16,Nescafé 3-in-1 Original,BEV-N3N-01,9,Beverages,5.00,7.00
2024-05-16,San Miguel Pale Pilsen 330ml,BEV-SMB-330,3,Beverages,50.00,65.00
2024-05-16,Coca-Cola 1.5L,BEV-CCR-15L,9,Beverages,55.00,70.00
2024-05-16,Milo Powdered Drink 33g Sachet,BEV-MIL-33,7,Beverages,6.00,9.00
2024-05-16,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,14,Beverages,6.00,9.00
2024-05-16,Sky Flakes Crackers,SNK-SKF-01,7,Snacks,8.00,12.00
2024-05-16,Chippy Barbecue 110g,SNK-CHP-110,10,Snacks,12.00,18.00
2024-05-16,Surf Detergent Powder 65g,HSH-SRF-65,5,Household,6.00,9.00
2024-05-16,Safeguard Soap 90g,BDY-SFG-90,3,Body Care,22.00,30.00
2024-05-16,Colgate Toothpaste 150g,BDY-COL-150,5,Body Care,55.00,72.00
2024-05-16,Palmolive Shampoo Sachet,BDY-PLM-01,7,Body Care,5.00,8.00
2024-05-16,Datu Puti Soy Sauce 385ml,CON-DTP-385,8,Condiments,18.00,25.00
2024-05-16,Bear Brand Powdered Milk 320g,DRY-BBM-320,12,Dairy,70.00,90.00
2024-05-16,Pandesal 10pcs,BKY-PDS-10,9,Bakery,45.00,60.00
2024-05-16,Fresh Eggs Tray 30s,FRS-EGG-30,6,Fresh,210.00,260.00
2024-05-16,CDO Hotdog 1kg,FRS-HTD-1K,2,Fresh,180.00,230.00
2024-05-17,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,5,Pantry,60.00,75.00
2024-05-17,Argentina Corned Beef 175g,CAN-ACB-175,3,Canned Goods,45.00,55.00
2024-05-17,Century Tuna Flakes in Oil,CAN-CTF-155,5,Canned Goods,38.00,48.00
2024-05-17,Nescafé 3-in-1 Original,BEV-N3N-01,8,Beverages,5.00,7.00
2024-05-17,San Miguel Pale Pilsen 330ml,BEV-SMB-330,7,Beverages,50.00,65.00
2024-05-17,Coca-Cola 1.5L,BEV-CCR-15L,10,Beverages,55.00,70.00
2024-05-17,Milo Powdered Drink 33g Sachet,BEV-MIL-33,8,Beverages,6.00,9.00
2024-05-17,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,4,Beverages,6.00,9.00
2024-05-17,Sky Flakes Crackers,SNK-SKF-01,7,Snacks,8.00,12.00
2024-05-17,Chippy Barbecue 110g,SNK-CHP-110,4,Snacks,12.00,18.00
2024-05-17,Surf Detergent Powder 65g,HSH-SRF-65,6,Household,6.00,9.00
2024-05-17,Safeguard Soap 90g,BDY-SFG-90,6,Body Care,22.00,30.00
2024-05-17,Colgate Toothpaste 150g,BDY-COL-150,4,Body Care,55.00,72.00
2024-05-17,Palmolive Shampoo Sachet,BDY-PLM-01,11,Body Care,5.00,8.00
2024-05-17,Datu Puti Soy Sauce 385ml,CON-DTP-385,5,Condiments,18.00,25.00
2024-05-17,Bear Brand Powdered Milk 320g,DRY-BBM-320,2,Dairy,70.00,90.00
2024-05-17,Pandesal 10pcs,BKY-PDS-10,13,Bakery,45.00,60.00
2024-05-17,Fresh Eggs Tray 30s,FRS-EGG-30,7,Fresh,210.00,260.00
2024-05-17,CDO Hotdog 1kg,FRS-HTD-1K,7,Fresh,180.00,230.00
2024-05-18,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,8,Pantry,60.00,75.00
2024-05-18,Lucky Me Pancit Canton,PNT-LMC-55G,24,Pantry,10.00,14.00
2024-05-18,Argentina Corned Beef 175g,CAN-ACB-175,7,Canned Goods,45.00,55.00
2024-05-18,Century Tuna Flakes in Oil,CAN-CTF-155,3,Canned Goods,38.00,48.00
2024-05-18,Nescafé 3-in-1 Original,BEV-N3N-01,10,Beverages,5.00,7.00
2024-05-18,San Miguel Pale Pilsen 330ml,BEV-SMB-330,6,Beverages,50.00,65.00
2024-05-18,Coca-Cola 1.5L,BEV-CCR-15L,13,Beverages,55.00,70.00
2024-05-18,Milo Powdered Drink 33g Sachet,BEV-MIL-33,6,Beverages,6.00,9.00
2024-05-18,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,11,Beverages,6.00,9.00
2024-05-18,Sky Flakes Crackers,SNK-SKF-01,9,Snacks,8.00,12.00
2024-05-18,Surf Detergent Powder 65g,HSH-SRF-65,10,Household,6.00,9.00
2024-05-18,Safeguard Soap 90g,BDY-SFG-90,7,Body Care,22.00,30.00
2024-05-18,Colgate Toothpaste 150g,BDY-COL-150,3,Body Care,55.00,72.00
2024-05-18,Palmolive Shampoo Sachet,BDY-PLM-01,7,Body Care,5.00,8.00
2024-05-18,Bear Brand Powdered Milk 320g,DRY-BBM-320,3,Dairy,70.00,90.00
2024-05-18,Pandesal 10pcs,BKY-PDS-10,6,Bakery,45.00,60.00
2024-05-18,Fresh Eggs Tray 30s,FRS-EGG-30,5,Fresh,210.00,260.00
2024-05-18,CDO Hotdog 1kg,FRS-HTD-1K,8,Fresh,180.00,230.00
2024-05-19,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,5,Pantry,60.00,75.00
2024-05-19,Lucky Me Pancit Canton,PNT-LMC-55G,13,Pantry,10.00,14.00
2024-05-19,Argentina Corned Beef 175g,CAN-ACB-175,2,Canned Goods,45.00,55.00
2024-05-19,Century Tuna Flakes in Oil,CAN-CTF-155,6,Canned Goods,38.00,48.00
2024-05-19,Nescafé 3-in-1 Original,BEV-N3N-01,10,Beverages,5.00,7.00
2024-05-19,San Miguel Pale Pilsen 330ml,BEV-SMB-330,7,Beverages,50.00,65.00
2024-05-19,Coca-Cola 1.5L,BEV-CCR-15L,3,Beverages,55.00,70.00
2024-05-19,Milo Powdered Drink 33g Sachet,BEV-MIL-33,8,Beverages,6.00,9.00
2024-05-19,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,7,Beverages,6.00,9.00
2024-05-19,Sky Flakes Crackers,SNK-SKF-01,11,Snacks,8.00,12.00
2024-05-19,Chippy Barbecue 110g,SNK-CHP-110,7,Snacks,12.00,18.00
2024-05-19,Surf Detergent Powder 65g,HSH-SRF-65,9,Household,6.00,9.00
2024-05-19,Safeguard Soap 90g,BDY-SFG-90,4,Body Care,22.00,30.00
2024-05-19,Colgate Toothpaste 150g,BDY-COL-150,8,Body Care,55.00,72.00
2024-05-19,Palmolive Shampoo Sachet,BDY-PLM-01,8,Body Care,5.00,8.00
2024-05-19,Datu Puti Soy Sauce 385ml,CON-DTP-385,8,Condiments,18.00,25.00
2024-05-19,Bear Brand Powdered Milk 320g,DRY-BBM-320,2,Dairy,70.00,90.00
